yourlist:M202111026320BA52A5CE8FCD097CB85A53697A35277F3CK	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YMR306W	Q04952	FKS3_YEAST	reviewed	1,3-beta-glucan synthase component FKS3 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (FK506 sensitivity protein 3)	FKS3 YMR306W YM9952.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1785
YMR309C	P32497	EIF3C_YEAST	reviewed	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit) (eIF3 p93) (Nuclear transport protein NIP1) (Translation initiation factor eIF3, p93 subunit)	NIP1 YMR309C YM9924.01C YM9952.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	812
YMR316C-B	A0A023PXQ9	YM316_YEAST	reviewed	Putative uncharacterized membrane protein YMR316C-B	YMR316C-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102
YNL020C	P53974	ARK1_YEAST	reviewed	Actin-regulating kinase 1 (EC 2.7.11.1)	ARK1 YNL020C N2823	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	638
YNL028W	P53967	YNC8_YEAST	reviewed	Putative uncharacterized protein YNL028W	YNL028W N2758	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105
YNL031C	P61830	H3_YEAST	reviewed	Histone H3	HHT1 YBR010W YBR0201; HHT2 SIN2 YNL031C N2749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136
YNL032W	P53965	SIW14_YEAST	reviewed	Inositol phosphatase SIW14 (EC 3.6.1.52) (5-PP-InsP phosphatase) (Inositol pyrophosphate phosphatase SIW14) (Oxidant-induced cell-cycle arrest protein 3) (Synthetic interaction with WHI2 protein 14)	SIW14 OCA3 YNL032W N2746	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281
YNL046W	P53956	YNE6_YEAST	reviewed	Uncharacterized endoplasmic reticulum membrane protein YNL046W	YNL046W N2530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172
YNL047C	P53955	SLM2_YEAST	reviewed	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM2 (Synthetic lethal with MSS4 protein 2) (TORC2 effector protein SLM2)	SLM2 LIT1 YNL047C N2515 YNL2515P	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	656
YNL061W	P40991	NOP2_YEAST	reviewed	25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2)	NOP2 YNA1 YNL061W N2428 YNL2428W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	618
YNL065W	P53943	AQR1_YEAST	reviewed	Probable transporter AQR1	AQR1 YNL065W N2417 YNL2417W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
YNL069C	P26785	RL16B_YEAST	reviewed	60S ribosomal protein L16-B (L21) (Large ribosomal subunit protein uL13-B) (RP23) (YL15)	RPL16B RP23 RPL21B YNL069C N2377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
YNL070W	P53507	TOM7_YEAST	reviewed	Mitochondrial import receptor subunit TOM7 (Translocase of outer membrane 7 kDa subunit)	TOM7 MOM7 YNL070W N2378	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	60
YNL074C	P32047	MLF3_YEAST	reviewed	Protein MLF3 (Multicopy suppressor of leflunomide sensitivity 3)	MLF3 YMK1 YNL074C N2359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
YNL075W	P53941	IMP4_YEAST	reviewed	U3 small nucleolar ribonucleoprotein protein IMP4 (U3 snoRNP protein IMP4) (Interacting with MPP10 protein 4)	IMP4 YNL075W N2353	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290
YNL076W	P34072	MKS1_YEAST	reviewed	Negative regulator of RAS-cAMP pathway	MKS1 LYS80 YNL076W N2344 N2347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	584
YNL091W	P53935	NST1_YEAST	reviewed	Stress response protein NST1 (Negatively-affecting salt tolerance protein 1)	NST1 YNL091W N2231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1240
YNL094W	P53933	APP1_YEAST	reviewed	Phosphatidate phosphatase APP1 (PAP) (EC 3.1.3.4) (Actin patch protein 1)	APP1 YNL094W N2219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	587
YNL096C	P48164	RS7B_YEAST	reviewed	40S ribosomal protein S7-B (Small ribosomal subunit protein eS7-B)	RPS7B YNL096C N2212	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190
YNL097C	P50947	PHO23_YEAST	reviewed	Transcriptional regulatory protein PHO23	PHO23 YNL097C N2205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	330
YNL100W	P50945	MIC27_YEAST	reviewed	MICOS complex subunit MIC27 (Altered inheritance of mitochondria protein 37) (Mitochondrial contact site complex 27 kDa subunit)	MIC27 AIM37 MCS27 YNL100W N2190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234
YNL101W	P50944	AVT4_YEAST	reviewed	Vacuolar amino acid transporter 4	AVT4 YNL101W N2185	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713
YNL108C	P53929	YNK8_YEAST	reviewed	Uncharacterized protein YNL108C	YNL108C N1962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	270
YNL110C	P53927	NOP15_YEAST	reviewed	Ribosome biogenesis protein 15 (Nucleolar protein 15)	NOP15 YNL110C N1954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
YNL118C	P53550	DCP2_YEAST	reviewed	m7GpppN-mRNA hydrolase (EC 3.6.1.62) (Protein PSU1) (mRNA-decapping enzyme subunit 2)	DCP2 PSU1 YNL118C N1917	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	970
YNL126W	P53540	SPC98_YEAST	reviewed	Spindle pole body component SPC98	SPC98 YNL126W N1222 N1879	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	846
YNL131W	P49334	TOM22_YEAST	reviewed	Mitochondrial import receptor subunit TOM22 (Mitochondrial 17 kDa assembly protein) (Mitochondrial 22 kDa outer membrane protein) (Protein MAS17) (Translocase of outer membrane 22 kDa subunit)	TOM22 MAS17 MAS22 MOM22 YNL131W N1217 N1862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	152
YNL140C	P53910	YNO0_YEAST	reviewed	Uncharacterized protein YNL140C	YNL140C N1830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	189
YNL178W	P05750	RS3_YEAST	reviewed	40S ribosomal protein S3 (RP13) (Small ribosomal subunit protein uS3) (YS3)	RPS3 SUF14 YNL178W N1653	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240
YNL181W	P53878	YNS1_YEAST	reviewed	Uncharacterized oxidoreductase YNL181W (EC 1.-.-.-)	YNL181W N1640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	407
YNL186W	P53874	UBP10_YEAST	reviewed	Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Disrupter of telomere silencing protein 4) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)	UBP10 DOT4 YNL186W N1619	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	792
YNL188W	P11927	KAR1_YEAST	reviewed	Cell division control protein KAR1	KAR1 YNL188W N1611	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
YNL194C	P40169	YNT4_YEAST	reviewed	Uncharacterized plasma membrane protein YNL194C	YNL194C N1394	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	301
YNL203C	P40163	YNU3_YEAST	reviewed	Putative uncharacterized protein YNL203C	YNL203C N1358	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203
YNL204C	P32572	SPS18_YEAST	reviewed	Sporulation protein SPS18 (Sporulation-specific protein SPX18)	SPS18 SPX18 YNL204C N1354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300
YNL216W	P11938	RAP1_YEAST	reviewed	DNA-binding protein RAP1 (Repressor/activator site-binding protein) (SBF-E) (TUF)	RAP1 GRF1 TUF1 YNL216W N1310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	827
YNL225C	P53865	CNM67_YEAST	reviewed	Chaotic nuclear migration protein 67	CNM67 YNL225C N1264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	581
YNL239W	Q01532	BLH1_YEAST	reviewed	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40) (Bleomycin hydrolase) (BLM hydrolase) (Homocysteine-thiolactonase) (HTLase) (Hcy-thiolactonase) (Leucine aminopeptidase 3) (Y3)	LAP3 BLH1 GAL6 YCP1 YNL239W N1118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	483
YNL255C	P53849	GIS2_YEAST	reviewed	Zinc finger protein GIS2	GIS2 YNL255C N0852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153
YNL256W	P53848	FOL1_YEAST	reviewed	Folic acid synthesis protein FOL1 [Includes: Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase) (FASA) (FASB); 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase (HPPK) (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (PPPK) (FASC); Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase) (FASD)]	FOL1 YNL256W N0848	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	824
YNL270C	P38971	ALP1_YEAST	reviewed	Basic amino-acid permease	ALP1 YNL270C N0660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	573
YNL279W	P53835	PRM1_YEAST	reviewed	Plasma membrane fusion protein PRM1 (Pheromone-regulated membrane protein 1)	PRM1 YNL279W N0605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661
YNL283C	P53832	WSC2_YEAST	reviewed	Cell wall integrity and stress response component 2	WSC2 YNL283C N0583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	503
YNL292W	P48567	PUS4_YEAST	reviewed	tRNA pseudouridine synthase 4 (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase 4) (tRNA-uridine isomerase 4)	PUS4 YNL292W N0480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	403
YNL294C	P48565	PALH_YEAST	reviewed	pH-response regulator protein palH/RIM21 (Regulator of IME2 protein 21)	RIM21 PAL2 YNL294C N0466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533
YNL304W	P48559	YPT11_YEAST	reviewed	GTP-binding protein YPT11 (Rab GTPase YPT11)	YPT11 YNL304W N0410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417
YNL305C	P48558	BXI1_YEAST	reviewed	Bax inhibitor 1 (BH3 domain-containing protein BXI1)	BXI1 YBH3 YNL305C N0405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297
YNL311C	P42843	SKP2_YEAST	reviewed	F-box protein SKP2	SKP2 YNL311C N0376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763
YNR001C	P00890	CISY1_YEAST	reviewed	Citrate synthase, mitochondrial (EC 2.3.3.1)	CIT1 GLU3 LYS6 YNR001C N2019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	479
YNR006W	P40343	VPS27_YEAST	reviewed	Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11)	VPS27 DID7 GRD11 SSV17 VPL23 VPT27 YNR006W N2038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622
YNR016C	Q00955	ACAC_YEAST	reviewed	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Fatty acid synthetase 3) (mRNA transport-defective protein 7) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACC1 ABP2 FAS3 MTR7 YNR016C N3175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2233
YNR017W	P32897	TIM23_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM23 (Membrane import machinery protein MIM23) (Mitochondrial protein import protein 3) (Mitochondrial protein import protein MAS6)	TIM23 MAS6 MIM23 MPI3 YNR017W N3180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
YNR019W	P53629	ARE2_YEAST	reviewed	Sterol O-acyltransferase 2 (EC 2.3.1.-) (Sterol-ester synthase 2)	ARE2 SAT1 YNR019W N3206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
YNR031C	P53599	SSK2_YEAST	reviewed	MAP kinase kinase kinase SSK2 (EC 2.7.11.25) (Suppressor of sensor kinase 2)	SSK2 YNR031C N3276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1579
YNR032W	P32838	PP2A4_YEAST	reviewed	Serine/threonine-protein phosphatase PP2A-like PPG1 (EC 3.1.3.16)	PPG1 PPG YNR032W N3281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
YNR048W	P53740	YN8S_YEAST	reviewed	Probable phospholipid translocase non-catalytic subunit CRF1 (CDC50/ROS3 family protein 1) (CRF1)	YNR048W N3453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393
YNR053C	P53742	NOG2_YEAST	reviewed	Nucleolar GTP-binding protein 2	NOG2 YNR053C N3484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486
YNR055C	P53389	HOL1_YEAST	reviewed	Protein HOL1	HOL1 YNR055C N3494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
YNR072W	P53631	HXT17_YEAST	reviewed	Hexose transporter HXT17	HXT17 YNR072W N3615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564
YOL012C	Q12692	H2AZ_YEAST	reviewed	Histone H2A.Z	HTZ1 H2AZ HTA3 YOL012C O2345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	134
YOL015W	Q08118	IRC10_YEAST	reviewed	Uncharacterized protein IRC10 (Increased recombination centers protein 10)	IRC10 YOL015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
YOL019W	Q08157	YOL19_YEAST	reviewed	Uncharacterized membrane protein YOL019W	YOL019W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
YOL021C	Q08162	RRP44_YEAST	reviewed	Exosome complex exonuclease DIS3 (EC 3.1.13.-) (EC 3.1.26.-) (Chromosome disjunction protein 3) (Ribosomal RNA-processing protein 44)	DIS3 RRP44 YOL021C O2197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1001
YOL027C	Q08179	MDM38_YEAST	reviewed	Mitochondrial distribution and morphology protein 38	MDM38 YOL027C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	573
YOL040C	Q01855	RS15_YEAST	reviewed	40S ribosomal protein S15 (RIG protein) (RP52) (S21) (Small ribosomal subunit protein uS19) (YS21)	RPS15 RPS21 YOL040C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142
YOL051W	P19659	MED15_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 15 (Autonomous replication regulatory protein 3) (Basal expression activator protein 1) (Defective silencing suppressor protein 4) (Mediator complex subunit 15) (Transcription regulatory protein GAL11) (Ty insertion suppressor protein 13)	GAL11 ABE1 MED15 RAR3 SDS4 SPT13 YOL051W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1081
YOL052C	P21182	DCAM_YEAST	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	SPE2 YOL052C O1275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396
YOL054W	Q12161	PSH1_YEAST	reviewed	RING finger protein PSH1 (POB3/SPT16 histone-associated protein 1)	PSH1 YOL054W O1263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406
YOL075C	Q08234	YO075_YEAST	reviewed	Uncharacterized ABC transporter ATP-binding protein/permease YOL075C	YOL075C YOL074C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1294
YOL080C	Q08237	REXO4_YEAST	reviewed	RNA exonuclease 4 (EC 3.1.-.-)	REX4 YOL080C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	289
YOL084W	Q12252	PHM7_YEAST	reviewed	Phosphate metabolism protein 7	PHM7 YOL084W 00953	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	991
YOL092W	Q12010	YPQ1_YEAST	reviewed	Probable vacuolar amino acid transporter YPQ1 (PQ-loop repeat-containing protein 1)	YPQ1 YOL092W O0929	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	308
YOL104C	Q12366	NDJ1_YEAST	reviewed	Non-disjunction protein 1 (Telomere-associated meiosis protein 1)	NDJ1 TAM1 YOL104C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	352
YOL112W	Q12317	MSB4_YEAST	reviewed	GTPase-activating protein MSB4 (Multicopy suppressor of bud emergence 4)	MSB4 YOL112W HRC492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492
YOL120C	P0CX49	RL18A_YEAST	reviewed	60S ribosomal protein L18-A (Large ribosomal subunit protein eL18-A) (RP28)	RPL18A RP28A YOL120C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	186
YOL120C	P0CX50	RL18B_YEAST	reviewed	60S ribosomal protein L18-B (Large ribosomal subunit protein eL18-B) (RP28)	RPL18B RP28B YNL301C N0425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	186
YOL121C	P07280	RS19A_YEAST	reviewed	40S ribosomal protein S19-A (RP55A) (S16a) (Small ribosomal subunit protein eS19-A) (YP45) (YS16A)	RPS19A RP55A RPS16AA YOL121C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144
YOL123W	Q99383	HRP1_YEAST	reviewed	Nuclear polyadenylated RNA-binding protein 4 (Cleavage factor IB) (CFIB)	HRP1 NAB4 NAB5 YOL123W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534
YOL124C	Q12463	TRM11_YEAST	reviewed	tRNA (guanine(10)-N2)-methyltransferase (EC 2.1.1.214) (tRNA [Gm10] methyltransferase) (tRNA guanosine-2'-O-methyltransferase TRM11) (tRNA methylase 11)	TRM11 YOL124C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
YOL127W	P04456	RL25_YEAST	reviewed	60S ribosomal protein L25 (Large ribosomal subunit protein uL23) (RP16L) (YL25) (YP42')	RPL25 YOL127W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142
YOL130W	Q08269	ALR1_YEAST	reviewed	Magnesium transporter ALR1 (Aluminum resistance protein 1)	ALR1 YOL130W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	859
YOL138C	Q08281	RTC1_YEAST	reviewed	Restriction of telomere capping protein 1 (SEH-associated protein 2)	RTC1 SEA2 YOL138C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1341
YOL147C	Q12462	PEX11_YEAST	reviewed	Peroxisomal membrane protein PMP27 (Peroxin-11)	PEX11 PMP24 PMP27 YOL147C O0454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	236
YOR008C	P54867	SLG1_YEAST	reviewed	Protein SLG1 (Cell wall integrity and stress response component 1) (Synthetic lethal with GAP protein 1)	SLG1 WSC1 YOR008C UNF378	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	378
YOR029W	Q12243	YOR29_YEAST	reviewed	Uncharacterized protein YOR029W	YOR029W O2663 OR26.19 YOL303.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111
YOR030W	Q99234	DFG16_YEAST	reviewed	Protein DFG16 (Extracellular mutant protein 41) (Zinc-regulated gene 11 protein)	DFG16 ECM41 ZRG11 YOR030W OR26.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	619
YOR032C	Q12398	HMS1_YEAST	reviewed	Probable transcription factor HMS1 (High-copy MEP suppressor protein 1)	HMS1 YOR032C OR26.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
YOR036W	P32854	PEP12_YEAST	reviewed	Syntaxin PEP12 (Carboxypeptidase Y-deficient protein 12) (Vacuolar protein sorting-associated protein 6) (Vacuolar protein-targeting protein 13)	PEP12 VPS6 VPT13 YOR036W OR26.29	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	288
YOR048C	Q02792	XRN2_YEAST	reviewed	5'-3' exoribonuclease 2 (EC 3.1.13.-) (Ribonucleic acid-trafficking protein 1) (p116)	RAT1 HKE1 TAP1 YOR048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1006
YOR062C	P36025	YO062_YEAST	reviewed	Uncharacterized protein YOR062C	YOR062C YOR29-13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	268
YOR066W	Q08471	MSA1_YEAST	reviewed	G1-specific transcription factors activator MSA1 (MBF and SBF-associated protein 1)	MSA1 YOR066W YOR29-17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	629
YOR079C	Q12067	ATX2_YEAST	reviewed	Metal homeostasis factor ATX2	ATX2 YOR079C YOR29-30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	313
YOR090C	Q12511	PDP1_YEAST	reviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Phosphatase two C protein 5) (Protein phosphatase 2C homolog 5) (PP2C-5) (Protein phosphatase of PDH protein 1) (Pyruvate dehydrogenase complex phosphatase 1) (PDC phosphatase 1)	PTC5 PPP1 YOR090C YOR3157C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	572
YOR096W	P26786	RS7A_YEAST	reviewed	40S ribosomal protein S7-A (RP30) (RP40) (Small ribosomal subunit protein eS7-A)	RPS7A RPS30 YOR096W YOR3177W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190
YOR098C	P20676	NUP1_YEAST	reviewed	Nucleoporin NUP1 (Nuclear pore protein NUP1)	NUP1 YOR098C YOR3182C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1076
YOR106W	Q12241	VAM3_YEAST	reviewed	Syntaxin VAM3 (Vacuolar morphogenesis protein 3)	VAM3 PTH1 YOR106W YOR3220W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283
YDR385W,YOR133W	P32324	EF2_YEAST	reviewed	Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2)	EFT1 YOR133W O3317 YOR3317W; EFT2 YDR385W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	842
YOR151C	P08518	RPB2_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (EC 2.7.7.6) (B150) (DNA-directed RNA polymerase II 140 kDa polypeptide)	RPB2 RPB150 RPO22 YOR151C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1224
YOR162C	Q12172	YRR1_YEAST	reviewed	Zinc finger transcription factor YRR1 (Pleiotropic drug-resistance protein 2)	YRR1 PDR2 YOR162C O3571	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810
YOR168W	P13188	SYQ_YEAST	reviewed	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	GLN4 YOR168W O3601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	809
YOR170W	Q08543	YO170_YEAST	reviewed	Putative uncharacterized protein YOR170W	YOR170W O3610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101
YOR173W	Q12123	DCS2_YEAST	reviewed	Inactive diphosphatase DCS2 (Histidine triad protein) (Protein Dcs2p)	DCS2 YOR173W O3625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
YOR181W	Q12446	LAS17_YEAST	reviewed	Proline-rich protein LAS17	LAS17 YOR181W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
YOR185C	P32836	GSP2_YEAST	reviewed	GTP-binding nuclear protein GSP2/CNR2	GSP2 CNR2 YOR185C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
YOR188W	P21339	MSB1_YEAST	reviewed	Morphogenesis-related protein MSB1 (Multicopy suppressor of bud emergence 1)	MSB1 YOR188W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1137
YOR206W	P39744	NOC2_YEAST	reviewed	Nucleolar complex protein 2	NOC2 YOR206W YOX001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	710
YOR207C	P22276	RPC2_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC2 (RNA polymerase III subunit C2) (EC 2.7.7.6) (C128) (DNA-directed RNA polymerase III 130 kDa polypeptide)	RET1 RPC128 RPC2 YOR207C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1149
YOR211C	P32266	MGM1_YEAST	reviewed	Dynamin-like GTPase MGM1, mitochondrial (Mitochondrial division and morphology protein 17) (Mitochondrial genome maintenance protein 1) [Cleaved into: Dynamin-like GTPase MGM1 large isoform (l-MGM1); Dynamin-like GTPase MGM1 small isoform (s-MGM1)]	MGM1 MDM17 YOR211C YOR50-1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	881
YOR212W	P18851	GBB_YEAST	reviewed	Guanine nucleotide-binding protein subunit beta	STE4 YOR212W YOR50-2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
